SEX,AGE,ISO,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
F,45-49,GR,24.9,23.5,21.7,22.3,21.0,17.6,15.4,13.5,11.4,10.2
F,45-49,ES,22.8,19.6,17.6,15.3,13.9,14.8,14.7,12.6,11.8,10.5
F,45-49,FI,6.2,5.6,6.0,5.6,3.0,4.2,4.6,5.4,4.0,4.7
F,45-49,FR,7.5,7.3,7.0,6.7,6.3,5.3,5.7,5.1,4.8,5.0
F,45-49,HR,13.6,10.6,8.3,6.9,4.2,5.1,4.9,5.2,4.4,2.1
F,45-49,HU,5.0,3.6,2.7,2.6,2.4,3.2,3.0,2.3,2.9,3.7
F,45-49,IE,8.3,7.1,5.6,4.6,3.7,4.3,4.2,NaN,NaN,NaN
F,45-49,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,45-49,IT,9.3,9.4,9.6,9.4,9.1,8.1,8.7,7.6,7.8,6.1
F,45-49,LT,7.3,6.9,5.4,5.1,5.0,6.9,6.0,6.2,5.0,5.8
F,45-49,LU,6.9,6.8,5.4,3.8,3.7,7.1,4.9,2.8,NaN,NaN
F,45-49,LV,7.0,6.6,4.6,4.3,4.8,4.7,5.8,5.5,4.4,5.5
F,45-49,ME,12.4,15.0,15.9,12.8,11.1,13.1,NaN,NaN,NaN,NaN
F,45-49,MK,20.0,18.4,14.2,12.7,13.9,11.0,9.6,11.6,8.5,7.2
F,45-49,MT,5.2,NaN,NaN,5.2,NaN,5.6,NaN,NaN,NaN,NaN
F,45-49,NL,6.3,5.6,4.4,3.7,2.5,2.3,2.6,2.1,2.2,2.3
F,45-49,NO,2.4,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,45-49,PL,6.5,4.7,3.6,2.6,2.2,2.2,2.3,2.3,1.8,2.3
F,45-49,PT,11.5,9.8,7.2,5.1,4.9,4.8,5.0,4.0,4.9,5.7
F,45-49,RO,4.0,3.1,3.3,3.3,2.9,3.5,3.8,3.2,3.5,3.4
F,45-49,RS,14.4,12.9,11.1,10.7,8.2,6.5,12.0,10.0,8.8,6.8
F,45-49,SE,4.5,4.2,4.2,4.5,5.6,6.0,6.0,4.7,5.4,5.9
F,45-49,SI,6.1,5.8,4.6,3.5,2.4,4.4,2.8,2.3,3.4,2.5
F,45-49,SK,9.7,8.2,6.5,5.4,4.3,5.3,6.9,5.2,5.1,4.9
F,45-49,TR,7.5,8.4,7.7,8.4,10.9,9.7,9.0,7.9,8.2,7.1
F,50-54,AT,3.2,3.9,3.8,2.9,2.5,3.5,4.7,3.6,3.1,2.8
F,50-54,BA,NaN,NaN,NaN,NaN,NaN,NaN,19.4,17.8,13.7,14.2
F,50-54,BE,5.3,5.1,4.8,3.0,3.0,3.9,3.3,2.9,3.2,3.1
F,50-54,BG,7.3,7.3,5.6,3.9,2.4,3.6,4.4,3.8,3.6,3.2
F,50-54,CH,4.1,4.2,4.0,4.2,3.7,4.0,4.1,3.6,3.7,3.5
F,50-54,CY,13.0,9.7,9.3,7.6,6.2,8.7,6.8,5.9,6.6,3.8
F,50-54,CZ,4.9,3.9,2.8,2.0,1.9,2.2,2.6,2.1,2.1,2.0
F,50-54,DE,3.7,3.1,2.5,2.2,1.9,2.4,2.2,1.9,1.9,2.1
F,50-54,DK,5.8,4.2,2.9,3.0,3.0,3.2,2.8,2.4,2.3,3.2
F,50-54,EE,6.5,5.5,4.8,5.1,4.8,4.5,4.1,3.2,5.3,5.4
F,50-54,GR,21.8,22.7,19.9,16.8,15.0,14.7,13.3,11.2,11.1,10.0
F,50-54,ES,20.0,19.4,17.4,15.6,14.8,14.2,14.9,14.5,12.2,11.0
F,50-54,FI,6.8,7.3,5.5,5.2,4.4,4.7,5.0,5.5,3.9,4.4
F,50-54,FR,6.4,6.9,7.3,6.4,5.7,5.2,4.7,5.0,5.2,4.7
F,50-54,HR,12.3,12.0,8.6,6.1,2.4,3.1,6.5,7.4,5.7,3.6
F,50-54,HU,5.5,4.2,3.8,3.0,2.5,2.8,3.1,3.0,3.1,3.0
F,50-54,IE,7.7,5.1,4.1,4.8,NaN,NaN,4.8,NaN,NaN,NaN
F,50-54,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,50-54,IT,7.1,7.1,7.8,7.7,7.2,6.8,7.7,6.9,6.6,5.7
F,50-54,LT,8.4,8.1,7.6,4.4,4.7,7.3,5.6,5.0,6.1,4.9
F,50-54,LU,7.3,3.6,3.2,3.6,NaN,3.2,5.2,4.5,NaN,NaN
F,50-54,LV,8.8,8.9,6.4,6.2,4.4,6.8,5.8,5.4,5.3,NaN
F,50-54,ME,11.2,NaN,9.9,9.8,16.0,17.1,NaN,NaN,NaN,NaN
F,50-54,MK,21.5,16.0,16.2,14.0,14.9,11.4,9.1,8.0,7.8,5.9
F,50-54,MT,5.3,5.9,NaN,NaN,NaN,6.2,4.1,NaN,NaN,NaN
F,50-54,NL,6.6,5.5,4.2,3.1,2.3,2.5,2.9,2.2,1.6,1.9
F,50-54,NO,2.3,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,50-54,PL,6.4,5.0,4.1,3.0,2.5,2.3,2.1,2.0,1.9,1.9
F,50-54,PT,10.3,8.9,7.3,6.3,6.2,5.7,5.1,6.0,5.3,4.9
F,50-54,RO,4.8,4.2,2.3,2.2,2.4,3.4,3.8,3.5,3.9,3.5
F,50-54,RS,13.3,10.6,10.5,11.1,7.5,6.8,9.5,6.4,7.6,6.4
F,50-54,SE,4.5,4.2,3.5,3.3,3.8,5.4,5.4,5.0,4.5,4.9
F,50-54,SI,8.8,6.4,5.0,3.6,3.2,3.0,3.6,2.3,NaN,NaN
F,50-54,SK,11.7,8.6,8.1,5.3,4.7,4.5,5.4,5.7,3.7,3.9
F,50-54,TR,6.7,6.4,6.9,6.9,7.9,6.7,7.6,6.7,6.4,6.4
F,50-59,AT,3.5,4.1,4.0,3.5,2.9,3.7,4.9,3.5,3.2,2.9
F,50-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,16.6,15.7,13.0,12.6
F,50-59,BE,5.2,5.7,5.9,3.3,3.3,3.8,3.6,2.8,3.2,3.2
F,50-59,BG,7.8,7.1,5.4,3.8,3.1,3.7,4.4,3.7,3.8,3.3
F,50-59,CH,4.0,3.9,3.9,4.1,3.6,3.6,4.3,3.6,3.5,3.4
F,50-59,CY,13.4,9.1,8.1,6.7,6.9,8.2,6.7,5.8,6.1,3.7
F,50-59,CZ,5.3,4.1,3.1,2.3,2.1,2.4,2.9,2.2,2.3,2.2
F,50-59,DE,3.8,3.2,2.6,2.3,2.0,2.6,2.4,2.0,1.9,2.1
F,50-59,DK,5.4,4.2,3.2,3.3,3.0,3.6,3.3,2.3,2.8,3.5
F,50-59,EE,7.1,7.0,4.9,4.8,4.0,5.2,5.1,3.6,6.2,6.2
F,50-59,GR,20.8,21.7,20.5,17.9,15.4,14.4,13.7,11.5,10.4,9.4
F,50-59,ES,19.8,18.7,17.0,15.4,14.4,14.2,15.4,13.9,12.8,11.4
F,50-59,FI,6.9,7.1,6.0,5.2,4.8,5.7,5.5,5.1,4.5,4.8
F,50-59,FR,6.8,6.7,6.6,6.4,6.1,5.4,5.3,5.0,5.1,4.8
F,50-59,HR,12.4,10.7,8.9,5.6,3.8,4.5,5.8,6.8,5.4,4.2
F,50-59,HU,5.3,4.1,3.6,2.8,2.3,2.7,2.8,2.7,2.8,3.0
F,50-59,IE,7.1,5.3,5.1,4.6,3.1,3.3,5.0,3.4,3.0,2.8
F,50-59,IS,3.1,NaN,NaN,NaN,NaN,3.5,4.4,NaN,NaN,NaN
F,50-59,IT,6.1,6.3,6.8,6.7,6.5,6.2,6.7,5.9,5.7,5.0
F,50-59,LT,8.4,7.5,7.5,6.3,6.4,8.9,6.8,6.1,7.0,5.9
F,50-59,LU,5.8,3.8,3.4,3.5,3.0,3.3,4.3,4.0,NaN,NaN
F,50-59,LV,8.8,8.7,7.3,6.6,5.9,6.7,5.8,4.8,5.0,4.1
F,50-59,ME,11.2,8.8,9.1,8.6,13.2,13.9,NaN,NaN,NaN,NaN
F,50-59,MK,20.8,16.3,15.4,14.8,15.1,11.6,11.2,8.2,8.0,6.5
F,50-59,MT,5.0,5.2,3.1,NaN,NaN,6.2,4.9,NaN,NaN,NaN
F,50-59,NL,6.8,6.1,4.6,3.5,2.6,2.5,2.9,2.4,1.9,2.0
F,50-59,NO,2.1,1.6,NaN,NaN,NaN,1.9,NaN,NaN,NaN,2.0
F,50-59,PL,5.9,4.5,3.9,2.7,2.5,2.2,2.3,1.9,1.9,1.9
F,50-59,PT,10.9,9.1,7.9,6.5,6.4,5.1,4.8,5.6,5.3,5.3
F,50-59,RO,3.9,3.5,2.7,2.3,2.4,3.5,3.8,3.5,4.0,3.1
F,50-59,RS,12.9,10.1,9.6,10.3,7.7,6.1,9.1,7.4,7.5,7.0
F,50-59,SE,4.4,4.2,3.8,3.5,3.8,5.3,5.6,4.9,4.5,5.2
F,50-59,SI,8.2,5.8,5.3,4.1,3.6,3.4,3.7,2.5,2.2,1.4
F,50-59,SK,11.5,9.7,7.7,5.9,5.4,5.1,5.7,5.7,4.3,4.3
F,50-59,TR,5.7,5.4,5.7,5.8,6.9,5.8,6.8,5.9,6.0,5.8
F,50-64,AT,3.3,3.8,3.8,3.3,2.7,3.6,4.7,3.3,3.0,2.7
F,50-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,15.7,14.4,11.7,11.4
F,50-64,BE,5.0,5.6,5.7,3.4,3.5,3.8,3.8,3.2,3.3,3.2
F,50-64,BG,7.7,6.9,5.4,3.8,3.2,3.9,4.2,3.4,3.5,3.3
F,50-64,CH,3.8,3.6,3.6,3.9,3.6,3.5,4.2,3.5,3.5,3.2
F,50-64,CY,12.9,9.1,7.3,6.0,6.2,7.2,6.5,5.0,5.1,3.4
F,50-64,CZ,4.9,3.8,2.9,2.2,1.9,2.3,2.8,2.2,2.2,2.1
F,50-64,DE,3.9,3.4,2.8,2.4,2.2,2.7,2.6,2.3,2.0,2.2
F,50-64,DK,5.3,4.1,3.3,3.5,3.3,3.9,3.4,2.6,2.9,3.5
F,50-64,EE,5.9,6.5,4.4,4.5,3.7,5.3,4.8,3.8,5.8,5.5
F,50-64,GR,19.4,20.9,19.8,17.7,15.2,13.9,13.8,11.6,10.2,9.9
F,50-64,ES,19.3,18.2,16.6,15.3,14.3,14.0,15.1,13.9,12.8,11.6
F,50-64,FI,6.9,7.0,6.4,5.7,4.9,6.1,6.2,5.6,5.1,5.5
F,50-64,FR,6.7,6.6,6.5,6.4,6.3,5.5,5.5,5.3,5.2,5.0
F,50-64,HR,11.5,9.7,8.4,5.1,3.5,4.3,5.3,6.1,5.3,3.9
F,50-64,HU,5.5,4.3,4.1,3.0,2.3,2.8,2.8,2.9,3.0,3.4
F,50-64,IE,7.2,5.4,5.0,4.5,3.3,3.6,5.1,3.4,3.0,3.0
F,50-64,IS,3.1,NaN,NaN,NaN,NaN,3.1,3.7,2.4,NaN,2.1
F,50-64,IT,5.6,5.9,6.3,6.1,6.0,5.7,6.4,5.7,5.6,4.7
F,50-64,LT,7.7,7.1,6.9,6.0,6.0,8.5,7.0,6.0,6.8,6.4
F,50-64,LU,5.7,3.8,3.3,3.3,3.1,3.2,4.3,4.5,NaN,NaN
F,50-64,LV,7.9,7.8,6.8,6.6,5.5,6.8,5.9,5.0,5.2,4.6
F,50-64,ME,10.7,7.8,8.2,8.1,12.3,13.2,NaN,NaN,NaN,NaN
F,50-64,MK,19.3,15.2,14.2,14.4,13.9,10.7,9.9,7.2,6.8,6.2
F,50-64,MT,4.4,4.4,2.6,3.0,2.4,5.6,4.2,NaN,NaN,NaN
F,50-64,NL,7.2,6.6,5.1,4.1,2.8,2.7,3.1,2.8,2.3,2.1
F,50-64,NO,1.8,1.5,NaN,1.5,1.4,1.9,1.6,1.4,1.4,1.9
F,50-64,PL,5.5,4.2,3.5,2.5,2.3,1.9,2.0,1.8,1.7,1.7
F,50-64,PT,10.5,9.0,7.7,6.4,6.2,5.3,5.0,5.9,5.6,5.4
F,50-64,RO,3.3,3.1,2.3,2.0,2.2,3.4,3.6,3.3,3.8,2.9
F,50-64,RS,11.5,9.1,8.3,9.4,7.0,5.4,8.2,6.9,6.8,6.7
F,50-64,SE,4.5,4.3,4.0,3.6,4.0,5.2,5.7,5.1,4.8,5.2
F,50-64,SI,8.1,5.8,5.1,4.0,3.8,3.6,3.9,2.9,2.6,2.0
F,50-64,SK,11.1,9.2,7.1,5.7,5.1,5.0,5.6,5.2,4.0,3.9
F,50-64,TR,5.0,4.7,5.0,5.1,6.0,5.2,6.2,5.5,5.4,5.4
F,50-74,AT,3.2,3.7,3.6,3.2,2.6,3.5,4.6,3.2,3.0,2.7
F,50-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,15.4,14.1,11.3,11.0
F,50-74,BE,4.9,5.5,5.6,3.3,3.5,3.7,3.8,3.2,3.2,3.1
F,50-74,BG,7.6,6.7,5.3,3.8,3.1,3.8,4.1,3.3,3.4,3.2
F,50-74,CH,3.7,3.4,3.4,3.6,3.5,3.4,4.0,3.3,3.2,3.0
F,50-74,CY,12.3,8.6,7.0,5.9,5.9,6.9,6.3,4.8,4.8,3.3
F,50-74,CZ,4.6,3.7,2.7,2.1,1.9,2.1,2.6,2.1,2.1,2.0
F,50-74,DE,3.8,3.2,2.7,2.3,2.1,2.6,2.5,2.2,1.9,2.1
F,50-74,DK,4.9,3.8,3.1,3.4,3.1,3.7,3.4,2.7,2.8,3.6
F,50-74,EE,5.7,5.8,4.1,4.2,3.4,4.8,4.3,3.2,5.2,5.0
F,50-74,GR,18.7,20.4,19.4,17.3,14.9,13.6,13.5,11.3,10.1,9.8
F,50-74,ES,19.0,18.0,16.3,15.0,14.1,13.7,14.8,13.6,12.6,11.5
F,50-74,FI,6.6,6.7,6.2,5.5,4.7,5.8,6.0,5.3,5.1,5.3
F,50-74,FR,6.5,6.5,6.4,6.3,6.2,5.4,5.5,5.3,5.1,4.8
F,50-74,HR,11.1,9.4,8.2,5.0,3.4,4.2,5.4,6.0,5.2,4.0
F,50-74,HU,5.4,4.3,4.0,2.9,2.3,2.7,2.9,2.9,3.1,3.4
F,50-74,IE,6.9,5.1,4.9,4.2,3.1,3.5,5.0,3.3,2.9,2.9
F,50-74,IS,2.7,NaN,NaN,NaN,NaN,2.8,3.3,2.2,NaN,2.4
F,50-74,IT,5.5,5.8,6.2,6.0,5.8,5.5,6.2,5.6,5.4,4.6
F,50-74,LT,7.2,6.7,6.3,5.6,5.5,7.8,6.3,5.5,6.1,5.7
F,50-74,LU,5.8,3.8,3.5,3.3,3.1,3.2,4.2,4.5,NaN,NaN
F,50-74,LV,7.6,7.3,6.3,6.0,4.8,6.1,5.3,4.5,4.7,4.0
F,50-74,ME,10.2,7.3,7.8,7.9,11.7,12.0,NaN,NaN,NaN,NaN
F,50-74,MK,18.7,14.7,13.9,13.8,13.3,10.3,9.7,7.0,6.6,6.1
F,50-74,MT,4.3,4.3,2.6,2.9,2.3,5.3,4.5,NaN,NaN,NaN
F,50-74,NL,7.0,6.5,5.1,4.1,2.8,2.6,3.2,3.0,2.4,2.2
F,50-74,NO,1.7,1.4,NaN,1.4,1.3,1.8,1.5,1.3,1.4,1.7
F,50-74,PL,5.4,4.0,3.4,2.3,2.1,1.9,2.0,1.7,1.7,1.7
F,50-74,PT,9.8,8.5,7.3,6.1,5.9,5.1,4.9,5.6,5.5,5.1
F,50-74,RO,2.8,2.6,2.0,1.8,2.0,3.0,3.6,3.3,3.8,3.0
F,50-74,RS,10.7,8.3,7.6,8.5,6.3,4.8,7.6,6.4,6.3,6.3
F,50-74,SE,4.4,4.2,4.0,3.5,3.9,4.9,5.6,5.0,4.9,5.3
F,50-74,SI,7.7,5.6,4.9,3.9,3.7,3.4,3.8,3.1,2.9,2.3
F,50-74,SK,11.0,9.0,7.0,5.5,4.9,4.8,5.3,4.9,3.8,3.7
F,50-74,TR,4.5,4.2,4.6,4.7,5.5,4.8,5.5,5.0,5.0,4.9
F,55-59,AT,4.0,4.5,4.4,4.2,3.4,3.9,5.1,3.4,3.3,2.9
F,55-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,13.2,13.2,12.1,10.8
F,55-59,BE,5.1,6.5,7.2,3.7,3.6,3.6,3.8,2.7,3.1,3.4
F,55-59,BG,8.3,6.8,5.1,3.8,3.8,3.8,4.4,3.7,4.0,3.4
F,55-59,CH,3.7,3.5,3.7,4.1,3.6,3.3,4.4,3.5,3.3,3.2
F,55-59,CY,14.0,8.3,6.5,5.7,7.8,7.6,6.6,5.6,5.5,3.6
F,55-59,CZ,5.8,4.4,3.4,2.7,2.2,2.7,3.1,2.3,2.5,2.4
F,55-59,DE,3.9,3.3,2.8,2.4,2.2,2.7,2.6,2.2,1.9,2.1
F,55-59,DK,5.0,4.2,3.4,3.7,3.0,4.1,3.7,2.2,3.3,3.8
F,55-59,EE,7.9,8.4,5.0,4.6,3.3,6.0,6.0,3.9,7.1,7.1
F,55-59,GR,18.8,20.1,21.5,19.7,16.1,13.9,14.2,11.9,9.7,8.8
F,55-59,ES,19.5,17.7,16.6,15.1,13.8,14.3,16.0,13.1,13.6,11.8
F,55-59,FI,7.0,6.9,6.4,5.2,5.2,6.7,6.0,4.7,5.0,5.3
F,55-59,FR,7.3,6.4,5.7,6.4,6.5,5.7,6.0,5.1,5.0,4.9
F,55-59,HR,12.6,8.8,9.3,4.9,5.8,6.3,5.1,6.3,5.1,4.9
F,55-59,HU,5.1,4.0,3.4,2.5,2.1,2.7,2.4,2.4,2.4,3.0
F,55-59,IE,6.3,5.7,6.4,4.3,NaN,NaN,5.3,NaN,NaN,NaN
F,55-59,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,55-59,IT,4.8,5.3,5.6,5.4,5.6,5.5,5.6,4.8,4.8,4.3
F,55-59,LT,8.4,7.0,7.5,8.2,8.0,10.4,8.0,7.2,7.9,6.9
F,55-59,LU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,55-59,LV,8.8,8.5,8.2,7.1,7.4,6.5,5.8,4.2,4.6,4.9
F,55-59,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,55-59,MK,20.0,16.6,14.3,15.7,15.3,11.8,13.7,8.4,8.3,7.3
F,55-59,MT,NaN,NaN,NaN,NaN,NaN,6.1,6.0,NaN,NaN,NaN
F,55-59,NL,7.0,7.0,5.2,4.1,2.9,2.6,2.9,2.7,2.2,2.0
F,55-59,NO,1.8,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,55-59,PL,5.4,4.1,3.7,2.3,2.5,2.0,2.6,1.8,1.9,1.9
F,55-59,PT,11.6,9.4,8.6,6.8,6.6,4.5,4.4,5.2,5.4,5.7
F,55-59,RO,2.9,2.8,3.1,2.4,2.4,3.6,3.7,3.5,4.2,2.4
F,55-59,RS,12.3,9.5,8.4,9.4,7.9,5.4,8.7,8.6,7.3,7.7
F,55-59,SE,4.4,4.1,4.1,3.6,3.8,5.3,5.9,4.7,4.4,5.5
F,55-59,SI,7.4,4.9,5.6,4.8,3.9,3.8,3.8,2.7,2.9,NaN
F,55-59,SK,11.2,11.0,7.3,6.5,6.2,5.7,6.0,5.7,5.0,4.8
F,55-59,TR,4.1,3.7,3.7,4.0,5.2,4.5,5.7,4.7,5.4,4.9
F,55-64,AT,3.4,3.8,3.7,3.8,2.9,3.6,4.6,2.9,2.9,2.7
F,55-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,13.1,11.9,10.2,9.4
F,55-64,BE,4.7,6.0,6.5,3.7,3.9,3.6,4.1,3.5,3.3,3.2
F,55-64,BG,8.0,6.6,5.3,3.8,3.7,4.1,4.1,3.2,3.5,3.3
F,55-64,CH,3.5,3.1,3.3,3.7,3.6,3.2,4.3,3.5,3.3,3.1
F,55-64,CY,12.8,8.6,5.6,4.9,6.2,6.1,6.4,4.4,4.0,3.2
F,55-64,CZ,4.9,3.8,2.9,2.3,2.0,2.4,2.9,2.2,2.3,2.2
F,55-64,DE,4.1,3.6,3.1,2.6,2.4,2.9,2.7,2.5,2.1,2.2
F,55-64,DK,4.9,3.9,3.6,3.9,3.4,4.3,3.8,2.7,3.2,3.7
F,55-64,EE,5.6,7.2,4.3,4.1,3.2,5.7,5.3,4.1,6.0,5.5
F,55-64,GR,16.5,19.0,19.7,18.5,15.4,13.0,14.4,12.0,9.5,9.9
F,55-64,ES,18.7,17.2,15.9,15.1,13.8,13.7,15.3,13.5,13.2,12.1
F,55-64,FI,7.0,6.9,7.0,6.0,5.2,6.9,6.8,5.6,5.7,6.0
F,55-64,FR,6.8,6.3,5.9,6.4,6.7,5.8,6.1,5.6,5.2,5.1
F,55-64,HR,10.6,7.4,8.2,4.2,4.5,5.4,4.4,5.2,5.1,4.1
F,55-64,HU,5.5,4.5,4.3,2.9,2.2,2.7,2.6,2.9,3.0,3.8
F,55-64,IE,6.8,5.6,5.7,4.2,3.5,3.7,5.3,3.3,3.0,3.1
F,55-64,IS,3.3,NaN,NaN,NaN,NaN,3.8,3.7,NaN,NaN,NaN
F,55-64,IT,4.3,4.8,5.0,4.8,4.9,4.9,5.4,4.9,4.9,4.0
F,55-64,LT,7.1,6.5,6.4,6.9,6.8,9.1,7.7,6.6,7.2,7.2
F,55-64,LU,NaN,NaN,NaN,NaN,NaN,3.3,3.3,4.5,NaN,NaN
F,55-64,LV,7.3,7.1,7.1,6.8,6.1,6.8,6.0,4.7,5.2,5.3
F,55-64,ME,10.1,NaN,NaN,NaN,9.0,9.5,NaN,NaN,NaN,NaN
F,55-64,MK,17.2,14.3,12.4,14.7,12.8,10.1,10.6,6.6,6.0,6.4
F,55-64,MT,NaN,NaN,NaN,4.6,NaN,5.1,4.3,NaN,NaN,NaN
F,55-64,NL,7.6,7.4,5.8,4.8,3.1,2.9,3.2,3.3,2.7,2.2
F,55-64,NO,1.5,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,55-64,PL,4.8,3.5,3.1,2.0,2.0,1.6,2.0,1.6,1.6,1.6
F,55-64,PT,10.6,9.1,8.1,6.6,6.2,5.1,4.9,5.8,5.8,5.7
F,55-64,RO,2.2,2.3,2.3,1.9,2.1,3.4,3.4,3.0,3.7,2.4
F,55-64,RS,9.8,7.8,6.6,8.1,6.6,4.5,7.3,7.3,6.2,6.9
F,55-64,SE,4.6,4.4,4.4,3.8,4.2,5.1,5.9,5.1,5.0,5.4
F,55-64,SI,7.2,5.1,5.3,4.4,4.4,4.1,4.2,3.3,3.4,2.7
F,55-64,SK,10.6,9.7,6.4,6.1,5.4,5.3,5.7,4.8,4.3,3.8
F,55-64,TR,3.3,3.0,3.1,3.3,4.2,3.8,4.9,4.4,4.5,4.4
F,60-64,AT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,12.8,9.6,7.4,7.3
F,60-64,BE,3.5,4.4,4.7,3.9,4.7,3.8,5.0,5.0,3.7,2.9
F,60-64,BG,7.3,6.2,5.5,3.9,3.4,4.5,3.6,2.5,2.9,3.2
F,60-64,CH,3.2,2.5,2.8,3.2,3.7,3.2,4.0,3.5,3.4,2.9
F,60-64,CY,10.3,9.1,NaN,NaN,NaN,NaN,6.0,NaN,NaN,NaN
F,60-64,CZ,2.0,2.3,1.7,1.5,1.4,1.6,2.4,2.0,1.9,1.9
F,60-64,DE,4.5,4.0,3.6,2.9,2.7,3.1,3.0,2.9,2.4,2.3
F,60-64,DK,4.6,3.5,3.7,4.3,4.1,4.6,3.8,3.4,3.1,3.5
F,60-64,EE,NaN,5.2,NaN,3.5,NaN,5.4,4.3,4.3,NaN,NaN
F,60-64,GR,12.5,16.6,16.1,16.4,14.2,11.7,14.7,12.2,9.2,12.1
F,60-64,ES,17.2,16.3,14.7,15.0,13.9,12.9,14.2,14.1,12.7,12.6
F,60-64,FI,7.0,6.9,7.8,7.2,5.2,7.1,8.0,6.8,6.6,6.8
F,60-64,FR,5.7,6.1,6.2,6.4,7.3,6.0,6.3,6.7,5.6,5.6
F,60-64,HR,6.4,4.0,5.4,NaN,NaN,3.3,2.8,3.1,5.0,2.6
F,60-64,HU,7.0,5.7,6.1,3.8,NaN,2.9,2.8,3.9,4.3,5.4
F,60-64,IE,7.6,5.4,4.7,4.2,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,IT,3.1,3.6,3.8,3.7,3.6,3.8,5.0,4.9,4.9,3.4
F,60-64,LT,4.4,5.4,4.3,4.8,4.9,7.3,7.3,5.9,6.4,7.6
F,60-64,LU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,LV,4.6,4.6,5.4,6.3,NaN,7.2,6.2,5.3,5.7,5.6
F,60-64,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,MK,10.2,8.2,8.0,12.4,6.8,6.4,4.5,NaN,NaN,4.6
F,60-64,MT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,NL,8.7,8.1,6.9,6.0,3.5,3.3,3.5,4.1,3.2,2.4
F,60-64,NO,1.1,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,PL,2.9,1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,PT,8.8,8.7,7.1,6.2,5.6,6.1,5.7,6.7,6.5,5.6
F,60-64,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,60-64,RS,3.6,4.3,3.2,5.7,4.5,3.1,4.9,5.0,4.5,5.7
F,60-64,SE,4.8,4.7,4.7,3.9,4.7,4.8,5.9,5.7,5.9,5.2
F,60-64,SI,NaN,6.0,NaN,NaN,6.3,4.8,5.3,5.0,4.8,5.1
F,60-64,SK,7.9,5.0,4.2,4.9,NaN,4.4,NaN,NaN,NaN,NaN
F,60-64,TR,2.0,1.9,2.3,2.1,2.2,2.4,3.3,3.6,3.0,3.5
F,65-69,AT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,BA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,BE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,CH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,CY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,CZ,NaN,NaN,1.4,1.7,NaN,NaN,NaN,NaN,1.0,1.1
F,65-69,DE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,GR,6.9,11.9,12.8,10.5,10.0,7.2,8.6,6.7,7.8,8.2
F,65-69,ES,4.7,6.5,4.6,4.9,8.0,7.7,6.8,6.9,9.0,9.6
F,65-69,FI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,FR,2.9,4.4,2.5,NaN,4.4,NaN,5.1u,5.5u,3.5u,2.7u
