SEX,AGE,ISO,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
F,65-69,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,HU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,IE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,IT,3.8,3.7,2.8,3.1,2.0,2.5,2.7,4.1,3.0,3.4
F,65-69,LT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,LU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,LV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,MK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,MT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,NL,4.3,5.8,4.7,5.3,3.6,NaN,5.2,4.9,4.1,2.7
F,65-69,NO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,PT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,SE,3.3,2.6,3.2,3.7,NaN,NaN,NaN,NaN,5.9,6.4
F,65-69,SI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-69,TR,1.1,NaN,1.3,2.1,2.5,1.6,1.0,1.2,2.1,1.9
F,65-74,AT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,9.5,NaN,NaN,NaN
F,65-74,BE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,CH,2.1,NaN,NaN,NaN,1.6,NaN,NaN,NaN,NaN,NaN
F,65-74,CY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,CZ,NaN,1.1,1.1,1.4,NaN,NaN,NaN,0.9,0.9,0.8
F,65-74,DE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2
F,65-74,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,GR,6.7,11.3,12.3,10.2,10.4,9.5,8.1,6.4,8.3,8.2
F,65-74,ES,4.2,6.1,4.5,4.5,7.0,7.1,6.3,6.5,8.7,9.3
F,65-74,FI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,FR,2.9,3.6,2.5,NaN,3.8,3.3,4.2u,4.8,3.0u,2.5u
F,65-74,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,HU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,IE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,IT,2.9,3.4,3.0,2.9,1.9,2.1,2.6,3.7,3.0,3.1
F,65-74,LT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,LU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,LV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,MK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,MT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,NL,4.1,4.9,5.0,4.5,3.0,1.6,4.9,5.0,3.9,2.9
F,65-74,NO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,PT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2,NaN
F,65-74,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6,2.7
F,65-74,SE,2.8,2.7,3.5,3.2,NaN,NaN,4.8,NaN,5.4,5.8
F,65-74,SI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,65-74,TR,0.8,0.9,0.9,1.5,2.0,1.4,0.9,1.1,1.8,1.4
F,70-74,AT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,BE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,CH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,CY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,CZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,DE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,DK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,GR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,ES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,FI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,FR,2.8,NaN,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,HU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,IE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,IT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,LT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,LU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,LV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,MK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,MT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,NL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,NO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,PT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,SI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F,70-74,TR,NaN,2.2,NaN,NaN,NaN,NaN,NaN,0.8,1.0,NaN
M,15-19,AT,11.3,13.7,11.1,10.7,11.6,9.6,15.0,10.1,12.2,11.9
M,15-19,BA,NaN,NaN,NaN,NaN,NaN,NaN,58.5,55.8,53.2,44.0
M,15-19,BE,31.8,28.3,26.1,18.7,16.5,19.5,29.0,25.4,23.7,26.8
M,15-19,BG,41.3,NaN,25.6,29.2,NaN,NaN,NaN,NaN,NaN,NaN
M,15-19,CH,8.6,9.9,8.1,8.5,9.9,9.3,7.6,6.9,7.8,8.5
M,15-19,CY,63.8,NaN,35.5,35.9,32.7,NaN,27.7,38.8,20.6,NaN
M,15-19,CZ,31.1,22.7,21.0,19.0,16.2,21.4,29.4,19.7,29.1,28.6
M,15-19,DE,7.8,8.1,8.5,8.0,7.5,9.0,8.5,8.6,8.5,8.8
M,15-19,DK,16.3,17.2,18.3,16.4,13.3,16.5,14.2,13.8,14.3,19.2
M,15-19,EE,NaN,33.4,26.7,28.6,28.0,40.6,36.6,37.8,42.0,43.9
M,15-19,GR,49.9,54.3,46.0,44.0,39.7,31.4,46.0,42.4,30.5,22.8
M,15-19,ES,64.7,58.8,54.1,49.7,42.8,50.1,49.6,45.4,43.3,37.9
M,15-19,FI,34.6,31.7,29.3,26.0,28.4,32.2,25.7,18.1,23.8,26.2
M,15-19,FR,32.2,31.0,26.0,24.3,22.3,24.3,21.6,23.3,21.9,25.0
M,15-19,HR,55.3,48.5,43.9,26.8,26.9,42.8,34.7,24.5,33.0,24.8
M,15-19,HU,28.1,26.8,23.0,23.4,21.5,24.4,29.6,21.3,25.2,32.4
M,15-19,IE,31.1,23.3,21.2,20.8,21.5,22.7,18.4,14.7,14.2,16.0
M,15-19,IS,15.0,NaN,8.7,10.9,16.0,16.0,15.6,18.2,16.1,14.8
M,15-19,IT,57.1,55.6,49.9,45.9,44.5,46.3,47.6,37.0,32.9,31.9
M,15-19,LT,NaN,22.0,18.0,NaN,20.2,26.5,NaN,24.4,29.3,42.7
M,15-19,LU,29.4,31.0,NaN,32.5,25.9,29.4,36.8,27.4,NaN,NaN
M,15-19,LV,31.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M,15-19,ME,48.0,43.6,NaN,33.9,NaN,43.7,NaN,NaN,NaN,NaN
M,15-19,MK,47.1,59.2,59.3,61.0,37.4,46.2,39.2,48.3,36.9,41.9
M,15-19,MT,23.6,17.2,22.0,25.5,24.4,20.7,21.1,18.5,NaN,21.5
M,15-19,NL,14.2,14.9,11.8,9.3,8.6,11.1,12.2,8.9,10.3,11.2
M,15-19,NO,13.8,18.6,17.0,17.1,13.8,16.2,19.6,16.3,17.9,19.0
M,15-19,PL,32.7,32.9,21.2,22.3,17.7,NaN,NaN,18.0,17.6,NaN
M,15-19,PT,40.0,35.1,35.6,31.9,27.5,30.0,30.7,30.6,38.7,38.1
M,15-19,RO,26.3,28.3,23.5,26.5,27.2,30.4,42.7,45.1,44.3,46.3
M,15-19,RS,47.7,37.9,42.3,42.9,39.0,39.7,30.3,33.4,35.1,32.5
M,15-19,SE,34.2,34.7,31.8,31.4,33.3,39.8,41.5,36.2,38.6,40.2
M,15-19,SI,15.9,12.1,11.8,10.0,17.4,NaN,NaN,NaN,16.3,20.7
M,15-19,SK,49.6,43.9,45.7,36.8,40.0,45.0,NaN,NaN,NaN,NaN
M,15-19,TR,15.6,15.7,16.3,15.8,19.9,20.2,16.7,13.8,12.8,11.9
M,15-24,AT,11.1,12.1,10.8,9.4,9.2,11.3,10.7,9.5,10.2,10.4
M,15-24,BA,NaN,NaN,NaN,NaN,NaN,NaN,34.5,31.2,28.5,27.5
M,15-24,BE,23.8,21.7,20.2,16.2,16.0,15.5,19.9,18.1,17.6,19.6
M,15-24,BG,21.2,17.4,13.3,13.2,9.2,14.6,16.2,10.8,12.8,12.8
M,15-24,CH,9.2,8.8,8.1,8.4,8.8,9.2,8.4,6.9,8.1,8.0
M,15-24,CY,34.7,25.8,27.0,25.0,20.1,22.5,18.4,18.3,18.3,12.4
M,15-24,CZ,11.3,9.9,7.4,6.4,5.4,7.2,7.6,6.0,7.9,8.6
M,15-24,DE,7.9,7.8,7.6,7.1,6.6,7.5,7.4,6.4,6.5,7.1
M,15-24,DK,13.2,13.5,12.9,11.8,10.4,12.6,10.7,10.6,11.8,15.0
M,15-24,EE,15.5,17.3,14.7,12.9,11.2,18.4,18.4,21.0,18.4,18.9
M,15-24,GR,45.2,44.3,39.3,36.4,33.5,31.4,31.1,25.1,24.4,21.1
M,15-24,ES,48.6,44.0,39.5,35.2,30.9,37.1,34.0,28.7,28.8,26.0
M,15-24,FI,25.4,21.8,20.9,17.3,18.7,23.2,17.8,14.4,16.9,19.6
M,15-24,FR,25.8,24.9,23.0,21.5,20.7,20.3,19.0,18.5,18.2,19.0
M,15-24,HR,41.5,30.9,27.5,19.3,15.3,18.6,18.3,14.7,17.1,15.9
M,15-24,HU,18.3,12.9,9.7,9.8,11.9,12.1,12.2,11.4,13.2,15.4
M,15-24,IE,23.6,19.7,16.1,14.8,14.2,15.3,14.5,10.2,10.7,10.9
M,15-24,IS,10.9,6.7,8.6,6.5,11.8,11.1,13.2,11.6,10.2,8.8
M,15-24,IT,38.8,36.5,33.0,30.4,27.8,28.2,27.7,22.3,21.1,19.2
M,15-24,LT,16.0,15.9,14.6,12.0,14.1,21.5,14.0,13.4,17.2,16.0
M,15-24,LU,18.9,19.7,17.2,16.3,17.8,24.8,17.7,16.7,15.6,24.4
M,15-24,LV,18.0,21.4,18.3,12.5,14.2,14.4,14.9,19.4,14.3,13.2
M,15-24,ME,39.9,36.9,30.7,33.3,25.8,33.6,NaN,NaN,NaN,NaN
M,15-24,MK,49.7,47.9,45.7,46.6,33.4,34.0,34.1,29.7,28.8,29.6
M,15-24,MT,13.2,10.2,11.1,11.7,11.3,14.1,12.9,11.6,11.6,9.9
M,15-24,NL,11.3,11.4,9.0,7.7,7.3,9.2,9.7,7.3,8.3,8.8
M,15-24,NO,11.2,13.0,11.7,10.7,10.4,12.1,13.4,11.2,11.4,12.7
M,15-24,PL,20.7,17.4,14.6,11.5,9.6,10.3,11.6,10.5,11.6,10.7
M,15-24,PT,29.6,27.1,22.4,20.0,15.7,21.2,20.9,18.1,20.8,20.9
M,15-24,RO,20.6,19.9,18.1,16.3,16.3,17.9,20.9,21.6,21.5,23.2
M,15-24,RS,40.1,32.2,29.2,28.3,26.1,25.0,24.2,23.3,23.8,23.0
M,15-24,SE,21.2,20.5,18.8,18.6,20.5,25.0,25.2,20.2,22.5,24.9
M,15-24,SI,17.7,15.6,9.9,8.3,7.4,12.7,11.5,8.6,10.6,11.0
M,15-24,SK,25.8,19.8,18.1,14.3,14.0,18.3,19.8,18.8,22.1,19.3
M,15-24,TR,16.5,17.2,17.7,17.5,22.4,22.5,19.5,16.3,14.3,13.1
M,15-29,AT,9.4,10.4,9.2,7.7,7.1,9.2,8.7,7.8,8.2,8.9
M,15-29,BA,NaN,NaN,NaN,NaN,NaN,NaN,27.5,24.2,20.6,18.4
M,15-29,BE,17.2,15.3,14.2,11.0,10.8,11.0,13.9,12.7,12.9,14.5
M,15-29,BG,14.9,13.3,10.2,9.2,7.4,9.2,11.0,8.6,8.5,8.2
M,15-29,CH,7.4,7.7,7.2,6.8,6.8,7.3,6.8,6.1,6.3,6.6
M,15-29,CY,24.6,20.7,18.8,16.2,12.1,15.0,15.5,13.2,13.1,11.5
M,15-29,CZ,8.2,6.3,4.5,3.9,3.3,4.5,4.5,3.5,4.5,5.3
M,15-29,DE,7.2,6.9,6.6,6.2,5.6,6.9,6.5,5.5,5.3,6.0
M,15-29,DK,11.2,11.3,11.4,10.4,9.8,11.2,9.5,8.6,9.9,11.8
M,15-29,EE,9.4,11.6,8.7,7.6,6.5,11.6,11.4,11.9,11.3,14.1
M,15-29,GR,37.4,33.9,30.3,28.0,26.3,27.6,24.8,20.3,19.3,18.8
M,15-29,ES,37.3,32.9,29.5,26.2,24.1,28.5,26.9,21.6,21.3,20.0
M,15-29,FI,18.4,16.4,15.4,13.0,13.2,15.7,14.0,11.3,13.3,15.6
M,15-29,FR,19.7,18.8,17.4,16.9,16.2,15.9,14.9,14.5,14.0,14.7
M,15-29,HR,28.6,23.8,21.2,14.6,10.9,14.2,14.4,9.7,11.4,12.6
M,15-29,HU,12.1,8.9,6.3,6.1,7.4,8.3,8.0,7.2,8.2,9.8
M,15-29,IE,19.5,16.2,12.7,11.4,10.9,12.2,11.8,8.7,9.3,8.9
M,15-29,IS,8.0,5.0,6.2,5.5,9.2,9.2,10.0,7.6,8.1,6.6
M,15-29,IT,28.8,26.9,25.3,23.4,21.2,21.2,21.4,16.8,15.6,13.9
M,15-29,LT,12.3,11.5,9.7,8.6,10.3,15.1,9.7,8.5,11.1,11.1
M,15-29,LU,11.4,10.4,10.9,10.1,11.9,14.9,9.5,8.3,9.7,14.7
M,15-29,LV,14.0,14.7,11.7,11.2,10.2,13.4,12.7,13.5,11.1,10.7
M,15-29,ME,30.9,29.9,25.9,27.4,22.5,29.8,NaN,NaN,NaN,NaN
M,15-29,MK,44.4,41.2,37.6,36.8,28.7,28.0,27.4,25.6,25.9,23.9
M,15-29,MT,9.0,7.7,8.0,6.9,7.5,8.5,8.5,7.8,7.4,6.6
M,15-29,NL,9.4,8.9,7.0,6.0,6.0,7.2,7.4,6.3,6.8,7.0
M,15-29,NO,9.1,10.6,8.5,7.9,7.8,9.5,9.8,8.1,8.5,9.2
M,15-29,PL,14.5,11.7,9.3,7.3,6.0,6.8,7.3,6.6,6.2,6.3
M,15-29,PT,21.9,20.6,16.2,14.1,11.6,15.8,14.1,13.3,14.2,14.1
M,15-29,RO,14.9,13.5,12.7,10.8,10.8,11.9,13.6,14.4,13.3,14.5
M,15-29,RS,32.3,27.5,24.8,23.0,20.8,19.4,19.1,16.4,18.3,16.8
M,15-29,SE,15.3,14.5,13.4,12.8,13.7,17.3,17.7,14.2,15.8,17.5
M,15-29,SI,14.8,13.5,8.4,8.1,6.3,8.7,8.3,6.9,7.8,7.0
M,15-29,SK,16.9,13.9,12.4,10.9,9.6,11.5,11.9,11.3,12.6,11.5
M,15-29,TR,13.9,14.9,15.1,15.2,19.4,19.7,17.1,14.9,12.8,11.5
M,15-39,AT,7.6,8.1,7.3,6.3,6.0,7.2,7.5,6.2,6.6,7.1
M,15-39,BA,NaN,NaN,NaN,NaN,NaN,NaN,18.7,16.3,13.7,13.0
M,15-39,BE,12.3,10.8,9.6,8.3,7.8,7.6,9.4,8.3,8.7,9.1
M,15-39,BG,11.4,9.8,7.4,7.2,5.9,7.1,7.0,5.7,6.1,6.1
M,15-39,CH,5.7,6.1,5.6,5.4,5.0,5.6,5.6,4.7,4.6,5.2
M,15-39,CY,17.5,14.8,14.1,11.0,8.1,10.0,10.4,8.7,8.4,6.6
M,15-39,CZ,5.6,4.3,2.9,2.4,2.4,3.4,3.1,2.2,3.0,3.2
M,15-39,DE,6.2,5.8,5.5,5.1,4.7,5.7,5.1,4.4,4.3,4.9
M,15-39,DK,8.5,8.3,8.4,7.5,7.1,7.8,7.0,6.5,7.6,8.8
M,15-39,EE,7.6,7.9,6.9,5.8,4.1,8.2,7.1,8.0,7.1,8.6
M,15-39,GR,27.6,24.6,22.4,19.7,18.4,18.6,16.8,13.8,13.7,12.6
M,15-39,ES,25.4,22.2,19.6,17.6,16.0,19.4,18.6,15.3,14.6,13.8
M,15-39,FI,12.5,11.2,11.1,9.4,9.2,10.8,10.3,7.7,9.4,11.6
M,15-39,FR,14.5,13.7,12.6,12.0,11.4,11.1,10.8,10.3,10.2,10.4
M,15-39,HR,20.2,16.2,14.5,10.5,8.6,10.5,10.4,8.5,8.2,7.4
M,15-39,HU,8.0,6.4,4.8,4.7,4.6,5.5,5.3,4.8,5.5,6.2
M,15-39,IE,13.4,11.6,9.2,7.7,7.1,8.1,8.4,6.2,6.7,6.4
M,15-39,IS,5.8,4.5,4.4,4.1,5.9,8.2,7.4,6.1,5.5,5.0
M,15-39,IT,17.8,17.2,16.2,15.1,14.2,13.8,13.8,11.0,10.7,9.5
M,15-39,LT,10.1,9.5,8.5,6.8,7.7,10.4,7.9,6.6,7.3,7.7
M,15-39,LU,7.0,7.2,7.3,7.2,7.1,8.6,5.6,5.8,6.2,9.1
M,15-39,LV,11.1,11.2,9.8,8.9,7.4,10.1,9.6,9.8,9.2,9.0
M,15-39,ME,23.4,24.3,21.2,21.6,20.6,23.3,NaN,NaN,NaN,NaN
M,15-39,MK,33.7,31.0,28.6,26.4,21.4,20.9,20.9,19.8,19.9,17.5
M,15-39,MT,6.5,5.0,5.3,5.1,5.1,6.0,5.2,4.8,5.0,4.3
M,15-39,NL,7.3,6.5,5.2,4.5,4.3,5.3,5.2,4.5,4.9,5.0
M,15-39,NO,7.2,8.4,6.6,6.0,5.7,6.9,7.0,5.4,6.0,6.4
M,15-39,PL,9.2,7.8,6.3,4.9,3.8,4.1,4.5,3.9,3.8,3.7
M,15-39,PT,14.8,13.3,10.8,8.9,7.4,10.3,10.1,9.3,9.5,9.2
M,15-39,RO,10.1,9.2,8.0,6.9,6.5,7.6,8.5,8.7,8.7,8.9
M,15-39,RS,23.6,20.6,18.0,16.6,14.3,12.9,14.0,12.3,12.1,12.1
M,15-39,SE,10.7,10.2,9.6,9.1,9.2,11.9,11.7,9.2,10.3,11.5
M,15-39,SI,10.0,9.2,6.4,6.0,4.6,5.8,5.9,4.8,4.8,4.4
M,15-39,SK,12.1,10.3,9.6,7.5,7.4,8.6,8.7,8.2,8.4,7.3
M,15-39,TR,10.5,11.3,11.2,11.4,14.9,15.1,13.0,11.2,9.7,8.8
M,15-59,AT,6.3,6.6,6.1,5.2,4.7,5.6,6.4,5.0,5.4,5.7
M,15-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,14.7,12.8,11.1,10.2
M,15-59,BE,9.4,8.3,7.3,6.4,5.9,5.9,6.7,6.0,6.2,6.3
M,15-59,BG,9.9,8.3,6.5,5.9,4.6,5.6,5.5,4.4,4.6,4.6
M,15-59,CH,4.9,5.1,4.8,4.5,4.3,4.8,4.9,4.0,3.9,4.3
M,15-59,CY,15.2,12.8,11.3,8.4,6.9,8.1,7.5,6.0,6.1,4.9
M,15-59,CZ,4.4,3.4,2.4,1.8,1.8,2.4,2.4,1.8,2.3,2.4
M,15-59,DE,5.1,4.6,4.2,3.9,3.6,4.4,4.1,3.5,3.4,3.8
M,15-59,DK,6.4,6.0,6.0,5.3,5.0,5.6,5.1,4.7,5.3,6.2
M,15-59,EE,6.6,7.7,6.5,5.6,4.3,7.3,7.1,6.4,6.3,7.9
M,15-59,GR,22.1,20.0,17.9,15.6,14.2,13.9,11.7,9.4,8.8,8.3
M,15-59,ES,21.1,18.4,15.8,13.9,12.6,14.1,13.4,11.5,10.8,10.3
M,15-59,FI,10.3,9.4,9.1,7.5,7.2,8.1,8.4,6.9,7.8,9.2
M,15-59,FR,11.0,10.4,9.6,9.1,8.6,8.2,8.1,7.6,7.5,7.6
M,15-59,HR,15.9,12.8,10.7,7.8,6.3,7.5,7.3,5.9,5.8,5.3
M,15-59,HU,6.6,5.1,3.9,3.6,3.5,4.3,4.0,3.8,4.2,4.7
M,15-59,IE,11.3,9.5,7.4,6.0,5.5,5.9,6.5,4.6,4.6,4.5
M,15-59,IS,4.2,3.1,3.0,3.0,4.0,6.2,6.1,4.5,4.4,4.1
M,15-59,IT,11.9,11.5,11.0,10.2,9.5,8.9,9.1,7.5,7.2,6.3
M,15-59,LT,10.4,9.3,8.8,7.1,7.4,9.5,7.8,6.7,7.4,7.5
M,15-59,LU,6.1,6.1,5.6,5.4,5.7,6.7,4.9,4.3,4.8,6.7
M,15-59,LV,11.4,11.3,10.0,8.6,7.3,9.6,9.1,8.6,8.0,8.6
M,15-59,ME,18.5,19.0,16.2,16.2,15.7,18.5,NaN,NaN,NaN,NaN
M,15-59,MK,27.2,25.0,23.4,21.7,17.1,17.2,17.2,16.1,14.9,13.9
M,15-59,MT,5.3,4.5,4.0,4.1,3.8,4.9,4.0,3.9,3.8,3.3
M,15-59,NL,6.3,5.3,4.3,3.6,3.3,3.8,4.0,3.2,3.5,3.6
M,15-59,NO,5.0,5.8,5.0,4.4,4.2,5.0,5.0,3.7,4.1,4.5
M,15-59,PL,7.5,6.3,5.0,3.9,3.1,3.2,3.5,3.0,2.9,2.8
M,15-59,PT,12.7,11.5,8.8,6.9,6.1,7.0,6.6,6.0,6.4,6.3
M,15-59,RO,7.9,7.0,6.0,5.0,4.5,5.5,6.1,6.2,6.1,5.9
M,15-59,RS,17.9,15.8,14.0,12.9,10.8,9.6,10.9,9.6,9.5,9.0
M,15-59,SE,7.9,7.7,7.3,6.8,7.1,8.8,9.0,7.3,7.8,8.5
M,15-59,SI,8.1,7.6,5.9,4.7,3.9,4.5,4.3,3.7,3.5,3.3
M,15-59,SK,10.5,8.9,8.2,6.4,5.8,6.6,6.9,6.1,6.1,5.1
M,15-59,TR,9.4,9.8,9.7,9.8,12.8,12.8,11.0,9.2,7.9,7.3
M,15-64,AT,6.2,6.6,6.0,5.1,4.7,5.6,6.3,5.0,5.4,5.6
M,15-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,14.5,12.7,11.0,10.2
M,15-64,BE,9.2,8.1,7.2,6.3,5.8,5.8,6.7,5.9,6.0,6.2
M,15-64,BG,9.9,8.2,6.4,5.8,4.5,5.4,5.5,4.4,4.5,4.5
M,15-64,CH,4.8,5.0,4.8,4.5,4.3,4.8,5.0,4.0,3.9,4.3
M,15-64,CY,15.4,12.9,11.2,8.3,6.9,7.9,7.3,6.0,6.0,4.7
M,15-64,CZ,4.3,3.4,2.4,1.8,1.8,2.3,2.4,1.8,2.3,2.3
M,15-64,DE,5.1,4.6,4.2,3.9,3.6,4.3,4.0,3.5,3.4,3.7
M,15-64,DK,6.3,5.8,5.8,5.1,4.9,5.5,5.1,4.5,5.1,6.1
M,15-64,EE,6.6,7.7,6.5,5.6,4.2,7.2,7.1,6.3,6.3,7.9
M,15-64,GR,21.9,19.9,17.9,15.5,14.1,13.7,11.5,9.3,8.5,8.1
M,15-64,ES,20.9,18.2,15.8,13.8,12.5,14.0,13.3,11.5,10.7,10.2
M,15-64,FI,10.2,9.3,9.1,7.6,7.4,8.3,8.4,7.3,8.1,9.4
M,15-64,FR,10.9,10.3,9.5,9.1,8.6,8.2,8.0,7.6,7.5,7.6
M,15-64,HR,15.6,12.6,10.6,7.6,6.2,7.4,7.1,6.0,5.8,5.1
M,15-64,HU,6.6,5.2,3.8,3.5,3.4,4.1,3.9,3.7,4.1,4.6
M,15-64,IE,11.1,9.3,7.3,6.0,5.4,5.8,6.5,4.5,4.6,4.5
M,15-64,IS,4.1,3.1,3.0,3.0,4.0,5.9,5.9,4.3,4.1,4.0
